,Component 1,Component 2,Label,Classification
282,-1152.8255786182053,-150.2032294377388,1348632.3.sbml.csv,Vaginal Probiotic
283,-1651.1059626493027,248.43720824696413,1348632.3.sbml.csv,Vaginal Probiotic
284,-2133.1113835678507,284.19493493242095,1348632.3.sbml.csv,Vaginal Probiotic
285,-2821.9615611032946,-387.91815686063273,1348632.3.sbml.csv,Vaginal Probiotic
286,-398.09827751308285,247.93865904375917,1348632.3.sbml.csv,Vaginal Probiotic
287,-787.4449949406728,-1012.9545175865993,1348632.3.sbml.csv,Vaginal Probiotic
288,-1827.4867886542825,-295.94162015912053,1348632.3.sbml.csv,Vaginal Probiotic
289,-1424.3968252857712,-922.7733517496829,1348632.3.sbml.csv,Vaginal Probiotic
290,-1766.5437289905888,59.464530002323606,1348632.3.sbml.csv,Vaginal Probiotic
291,-1959.0536601553292,68.42015589547736,1348632.3.sbml.csv,Vaginal Probiotic
292,-2454.2278784791492,-368.86229187311295,1348632.3.sbml.csv,Vaginal Probiotic
293,-1569.431424796047,-435.5313876106572,1348632.3.sbml.csv,Vaginal Probiotic
294,915.7675825419346,296.00020056059606,1348632.3.sbml.csv,Vaginal Probiotic
295,-2227.0790154374045,-83.24230001120704,1348632.3.sbml.csv,Vaginal Probiotic
296,-621.8870050108355,-142.97806437944018,1348632.3.sbml.csv,Vaginal Probiotic
297,-1486.4542025389574,91.38729647117036,1348632.3.sbml.csv,Vaginal Probiotic
298,-2065.2520453280495,-1321.4519515160653,1348632.3.sbml.csv,Vaginal Probiotic
299,-1101.7310923245318,-335.70677793656233,1348632.3.sbml.csv,Vaginal Probiotic
300,-365.0086193197227,-285.26616573260867,1348632.3.sbml.csv,Vaginal Probiotic
301,-1411.1682057596643,-1026.2610558070317,1348632.3.sbml.csv,Vaginal Probiotic
302,718.8821204089661,456.0527237064494,1348632.3.sbml.csv,Vaginal Probiotic
303,961.9445192932608,363.897888595064,1348632.3.sbml.csv,Vaginal Probiotic
304,-1187.1749481582144,-525.9702340804786,1348632.3.sbml.csv,Vaginal Probiotic
305,-1658.8570566392114,964.1108958561915,1348632.3.sbml.csv,Vaginal Probiotic
306,-680.1316842825229,-692.7584171838731,1348632.3.sbml.csv,Vaginal Probiotic
307,-301.38996128601997,1325.0301968556098,1348632.3.sbml.csv,Vaginal Probiotic
308,-97.00496604374185,-506.6758944192078,1348632.3.sbml.csv,Vaginal Probiotic
309,-1356.7095707719739,-371.7729670880839,1348632.3.sbml.csv,Vaginal Probiotic
310,-2942.2406785304806,-1105.7138177068753,1348632.3.sbml.csv,Vaginal Probiotic
311,299.7967375513149,569.6275802801114,1348632.3.sbml.csv,Vaginal Probiotic
312,-1166.799608695288,-865.3127762792684,1348632.3.sbml.csv,Vaginal Probiotic
313,53.62495925486355,-597.9520783512428,1348632.3.sbml.csv,Vaginal Probiotic
314,-2256.4007451829493,-141.75364448388024,1348632.3.sbml.csv,Vaginal Probiotic
315,-509.62766234046154,-1435.39440306868,1348632.3.sbml.csv,Vaginal Probiotic
316,-147.73355237130656,-352.63790328671917,1348632.3.sbml.csv,Vaginal Probiotic
317,-1637.3331219694803,264.3867913285,1348632.3.sbml.csv,Vaginal Probiotic
318,-1213.1491450212663,1182.817483823446,1348632.3.sbml.csv,Vaginal Probiotic
319,-1125.1080500233425,382.54545074785347,1348632.3.sbml.csv,Vaginal Probiotic
320,-1216.301656370568,57.64723569428373,1348632.3.sbml.csv,Vaginal Probiotic
321,-932.4245470662534,228.26514547990422,1348632.3.sbml.csv,Vaginal Probiotic
